p,ID,gamma,delta,items,w
0.15,12,0.4251522792361416,0.7315149946413428,2,0.25920452512542486
0.25,12,0.4251522792361416,0.7315149946413428,2,0.3143812963582407
0.5,12,0.4251522792361416,0.7315149946413428,2,0.4224710712325452
0.75,12,0.4251522792361416,0.7315149946413428,2,0.5385334293467672
0.85,12,0.4251522792361416,0.7315149946413428,2,0.6046389325567137
0.95,12,0.4251522792361416,0.7315149946413428,2,0.7189375039789705
0.99,12,0.4251522792361416,0.7315149946413428,2,0.8376693458786107
0.01,12,0.4251522792361416,0.7315149946413428,2,0.09395583353281771
0.05,12,0.4251522792361416,0.7315149946413428,2,0.1730058083610995
0.15,12,0.4251522792361416,0.7315149946413428,2,0.25920452512542486
0.25,12,0.4251522792361416,0.7315149946413428,2,0.3143812963582407
0.5,12,0.4251522792361416,0.7315149946413428,2,0.4224710712325452
0.75,12,0.4251522792361416,0.7315149946413428,2,0.5385334293467672
0.85,12,0.4251522792361416,0.7315149946413428,2,0.6046389325567137
0.95,12,0.4251522792361416,0.7315149946413428,2,0.7189375039789705
0.99,12,0.4251522792361416,0.7315149946413428,2,0.8376693458786107
0.01,12,0.4251522792361416,0.7315149946413428,2,0.09395583353281771
0.05,12,0.4251522792361416,0.7315149946413428,2,0.1730058083610995
0.15,12,0.4251522792361416,0.7315149946413428,2,0.25920452512542486
0.25,12,0.4251522792361416,0.7315149946413428,2,0.3143812963582407
0.5,12,0.4251522792361416,0.7315149946413428,2,0.4224710712325452
0.75,12,0.4251522792361416,0.7315149946413428,2,0.5385334293467672
0.85,12,0.4251522792361416,0.7315149946413428,2,0.6046389325567137
0.95,12,0.4251522792361416,0.7315149946413428,2,0.7189375039789705
0.99,12,0.4251522792361416,0.7315149946413428,2,0.8376693458786107
0.01,12,0.4251522792361416,0.7315149946413428,2,0.09395583353281771
0.05,12,0.4251522792361416,0.7315149946413428,2,0.1730058083610995
0.15,12,0.4251522792361416,0.7315149946413428,2,0.25920452512542486
0.25,12,0.4251522792361416,0.7315149946413428,2,0.3143812963582407
0.5,12,0.4251522792361416,0.7315149946413428,2,0.4224710712325452
0.75,12,0.4251522792361416,0.7315149946413428,2,0.5385334293467672
0.85,12,0.4251522792361416,0.7315149946413428,2,0.6046389325567137
0.95,12,0.4251522792361416,0.7315149946413428,2,0.7189375039789705
0.99,12,0.4251522792361416,0.7315149946413428,2,0.8376693458786107
0.01,12,0.4251522792361416,0.7315149946413428,2,0.09395583353281771
0.05,12,0.4251522792361416,0.7315149946413428,2,0.1730058083610995
0.15,12,0.4251522792361416,0.7315149946413428,2,0.25920452512542486
0.25,12,0.4251522792361416,0.7315149946413428,2,0.3143812963582407
0.5,12,0.4251522792361416,0.7315149946413428,2,0.4224710712325452
0.75,12,0.4251522792361416,0.7315149946413428,2,0.5385334293467672
0.85,12,0.4251522792361416,0.7315149946413428,2,0.6046389325567137
0.95,12,0.4251522792361416,0.7315149946413428,2,0.7189375039789705
0.99,12,0.4251522792361416,0.7315149946413428,2,0.8376693458786107
0.01,12,0.4251522792361416,0.7315149946413428,2,0.09395583353281771
0.05,12,0.4251522792361416,0.7315149946413428,2,0.1730058083610995
0.15,12,0.4251522792361416,0.7315149946413428,2,0.25920452512542486
0.25,12,0.4251522792361416,0.7315149946413428,2,0.3143812963582407
0.5,12,0.4251522792361416,0.7315149946413428,2,0.4224710712325452
0.75,12,0.4251522792361416,0.7315149946413428,2,0.5385334293467672
0.85,12,0.4251522792361416,0.7315149946413428,2,0.6046389325567137
0.95,12,0.4251522792361416,0.7315149946413428,2,0.7189375039789705
0.99,12,0.4251522792361416,0.7315149946413428,2,0.8376693458786107
0.01,12,0.4251522792361416,0.7315149946413428,2,0.09395583353281771
0.05,12,0.4251522792361416,0.7315149946413428,2,0.1730058083610995
0.15,12,0.4251522792361416,0.7315149946413428,2,0.25920452512542486
0.25,12,0.4251522792361416,0.7315149946413428,2,0.3143812963582407
0.5,12,0.4251522792361416,0.7315149946413428,2,0.4224710712325452
0.75,12,0.4251522792361416,0.7315149946413428,2,0.5385334293467672
0.85,12,0.4251522792361416,0.7315149946413428,2,0.6046389325567137
0.95,12,0.4251522792361416,0.7315149946413428,2,0.7189375039789705
0.99,12,0.4251522792361416,0.7315149946413428,2,0.8376693458786107
0.01,12,0.4251522792361416,0.7315149946413428,2,0.09395583353281771
0.05,12,0.4251522792361416,0.7315149946413428,2,0.1730058083610995
0.15,12,0.4251522792361416,0.7315149946413428,2,0.25920452512542486
0.25,12,0.4251522792361416,0.7315149946413428,2,0.3143812963582407
0.5,12,0.4251522792361416,0.7315149946413428,2,0.4224710712325452
0.75,12,0.4251522792361416,0.7315149946413428,2,0.5385334293467672
0.85,12,0.4251522792361416,0.7315149946413428,2,0.6046389325567137
0.95,12,0.4251522792361416,0.7315149946413428,2,0.7189375039789705
0.99,12,0.4251522792361416,0.7315149946413428,2,0.8376693458786107
0.01,13,0.4251522792361416,0.8067125187557006,2,0.10262303666464966
0.05,13,0.4251522792361416,0.8067125187557006,2,0.1874564666413664
0.15,13,0.4251522792361416,0.8067125187557006,2,0.27843104700324894
0.25,13,0.4251522792361416,0.8067125187557006,2,0.335845085821978
0.5,13,0.4251522792361416,0.8067125187557006,2,0.4465085122182531
0.75,13,0.4251522792361416,0.8067125187557006,2,0.5627399714422608
0.85,13,0.4251522792361416,0.8067125187557006,2,0.6277746195109923
0.95,13,0.4251522792361416,0.8067125187557006,2,0.7382798276346542
0.99,13,0.4251522792361416,0.8067125187557006,2,0.8505393803543093
0.01,13,0.4251522792361416,0.8067125187557006,2,0.10262303666464966
0.05,13,0.4251522792361416,0.8067125187557006,2,0.1874564666413664
0.15,13,0.4251522792361416,0.8067125187557006,2,0.27843104700324894
0.25,13,0.4251522792361416,0.8067125187557006,2,0.335845085821978
0.5,13,0.4251522792361416,0.8067125187557006,2,0.4465085122182531
0.75,13,0.4251522792361416,0.8067125187557006,2,0.5627399714422608
0.85,13,0.4251522792361416,0.8067125187557006,2,0.6277746195109923
0.95,13,0.4251522792361416,0.8067125187557006,2,0.7382798276346542
0.99,13,0.4251522792361416,0.8067125187557006,2,0.8505393803543093
0.01,13,0.4251522792361416,0.8067125187557006,2,0.10262303666464966
0.05,13,0.4251522792361416,0.8067125187557006,2,0.1874564666413664
0.15,13,0.4251522792361416,0.8067125187557006,2,0.27843104700324894
0.25,13,0.4251522792361416,0.8067125187557006,2,0.335845085821978
0.5,13,0.4251522792361416,0.8067125187557006,2,0.4465085122182531
0.75,13,0.4251522792361416,0.8067125187557006,2,0.5627399714422608
0.85,13,0.4251522792361416,0.8067125187557006,2,0.6277746195109923
0.95,13,0.4251522792361416,0.8067125187557006,2,0.7382798276346542
0.99,13,0.4251522792361416,0.8067125187557006,2,0.8505393803543093
0.01,13,0.4251522792361416,0.8067125187557006,2,0.10262303666464966
0.05,13,0.4251522792361416,0.8067125187557006,2,0.1874564666413664
0.15,13,0.4251522792361416,0.8067125187557006,2,0.27843104700324894
0.25,13,0.4251522792361416,0.8067125187557006,2,0.335845085821978
0.5,13,0.4251522792361416,0.8067125187557006,2,0.4465085122182531
0.75,13,0.4251522792361416,0.8067125187557006,2,0.5627399714422608
0.85,13,0.4251522792361416,0.8067125187557006,2,0.6277746195109923
0.95,13,0.4251522792361416,0.8067125187557006,2,0.7382798276346542
0.99,13,0.4251522792361416,0.8067125187557006,2,0.8505393803543093
0.01,13,0.4251522792361416,0.8067125187557006,2,0.10262303666464966
0.05,13,0.4251522792361416,0.8067125187557006,2,0.1874564666413664
0.15,13,0.4251522792361416,0.8067125187557006,2,0.27843104700324894
0.25,13,0.4251522792361416,0.8067125187557006,2,0.335845085821978
0.5,13,0.4251522792361416,0.8067125187557006,2,0.4465085122182531
0.75,13,0.4251522792361416,0.8067125187557006,2,0.5627399714422608
0.85,13,0.4251522792361416,0.8067125187557006,2,0.6277746195109923
0.95,13,0.4251522792361416,0.8067125187557006,2,0.7382798276346542
0.99,13,0.4251522792361416,0.8067125187557006,2,0.8505393803543093
0.01,13,0.4251522792361416,0.8067125187557006,2,0.10262303666464966
0.05,13,0.4251522792361416,0.8067125187557006,2,0.1874564666413664
0.15,13,0.4251522792361416,0.8067125187557006,2,0.27843104700324894
0.25,13,0.4251522792361416,0.8067125187557006,2,0.335845085821978
0.5,13,0.4251522792361416,0.8067125187557006,2,0.4465085122182531
0.75,13,0.4251522792361416,0.8067125187557006,2,0.5627399714422608
0.85,13,0.4251522792361416,0.8067125187557006,2,0.6277746195109923
0.95,13,0.4251522792361416,0.8067125187557006,2,0.7382798276346542
0.99,13,0.4251522792361416,0.8067125187557006,2,0.8505393803543093
0.01,13,0.4251522792361416,0.8067125187557006,2,0.10262303666464966
0.05,13,0.4251522792361416,0.8067125187557006,2,0.1874564666413664
0.15,13,0.4251522792361416,0.8067125187557006,2,0.27843104700324894
0.25,13,0.4251522792361416,0.8067125187557006,2,0.335845085821978
0.5,13,0.4251522792361416,0.8067125187557006,2,0.4465085122182531
0.75,13,0.4251522792361416,0.8067125187557006,2,0.5627399714422608
0.85,13,0.4251522792361416,0.8067125187557006,2,0.6277746195109923
0.95,13,0.4251522792361416,0.8067125187557006,2,0.7382798276346542
0.99,13,0.4251522792361416,0.8067125187557006,2,0.8505393803543093
0.01,13,0.4251522792361416,0.8067125187557006,2,0.10262303666464966
0.05,13,0.4251522792361416,0.8067125187557006,2,0.1874564666413664
0.15,13,0.4251522792361416,0.8067125187557006,2,0.27843104700324894
0.25,13,0.4251522792361416,0.8067125187557006,2,0.335845085821978
0.5,13,0.4251522792361416,0.8067125187557006,2,0.4465085122182531
0.75,13,0.4251522792361416,0.8067125187557006,2,0.5627399714422608
0.85,13,0.4251522792361416,0.8067125187557006,2,0.6277746195109923
0.95,13,0.4251522792361416,0.8067125187557006,2,0.7382798276346542
0.99,13,0.4251522792361416,0.8067125187557006,2,0.8505393803543093
0.01,13,0.4251522792361416,0.8067125187557006,2,0.10262303666464966
0.05,13,0.4251522792361416,0.8067125187557006,2,0.1874564666413664
0.15,13,0.4251522792361416,0.8067125187557006,2,0.27843104700324894
0.25,13,0.4251522792361416,0.8067125187557006,2,0.335845085821978
0.5,13,0.4251522792361416,0.8067125187557006,2,0.4465085122182531
0.75,13,0.4251522792361416,0.8067125187557006,2,0.5627399714422608
0.85,13,0.4251522792361416,0.8067125187557006,2,0.6277746195109923
0.95,13,0.4251522792361416,0.8067125187557006,2,0.7382798276346542
0.99,13,0.4251522792361416,0.8067125187557006,2,0.8505393803543093
0.01,13,0.4251522792361416,0.8067125187557006,2,0.10262303666464966
0.05,13,0.4251522792361416,0.8067125187557006,2,0.1874564666413664
0.15,13,0.4251522792361416,0.8067125187557006,2,0.27843104700324894
0.25,13,0.4251522792361416,0.8067125187557006,2,0.335845085821978
0.5,13,0.4251522792361416,0.8067125187557006,2,0.4465085122182531
0.75,13,0.4251522792361416,0.8067125187557006,2,0.5627399714422608
0.85,13,0.4251522792361416,0.8067125187557006,2,0.6277746195109923
0.95,13,0.4251522792361416,0.8067125187557006,2,0.7382798276346542
0.99,13,0.4251522792361416,0.8067125187557006,2,0.8505393803543093
0.01,14,0.4251522792361416,0.6988059877545729,2,0.09013335000958633
0.05,14,0.4251522792361416,0.6988059877545729,2,0.16655847772037552
0.15,14,0.4251522792361416,0.6988059877545729,2,0.2505179629391211
0.25,14,0.4251522792361416,0.6988059877545729,2,0.3046059581692123
0.5,14,0.4251522792361416,0.6988059877545729,2,0.41135126247007886
0.75,14,0.4251522792361416,0.6988059877545729,2,0.5271471239611132
0.85,14,0.4251522792361416,0.6988059877545729,2,0.5936529905730206
0.95,14,0.4251522792361416,0.6988059877545729,2,0.7096021972727383
0.99,14,0.4251522792361416,0.6988059877545729,2,0.8313525547744909
0.01,14,0.4251522792361416,0.6988059877545729,2,0.09013335000958633
0.05,14,0.4251522792361416,0.6988059877545729,2,0.16655847772037552
0.15,14,0.4251522792361416,0.6988059877545729,2,0.2505179629391211
0.25,14,0.4251522792361416,0.6988059877545729,2,0.3046059581692123
0.5,14,0.4251522792361416,0.6988059877545729,2,0.41135126247007886
0.75,14,0.4251522792361416,0.6988059877545729,2,0.5271471239611132
0.85,14,0.4251522792361416,0.6988059877545729,2,0.5936529905730206
0.95,14,0.4251522792361416,0.6988059877545729,2,0.7096021972727383
0.99,14,0.4251522792361416,0.6988059877545729,2,0.8313525547744909
0.01,14,0.4251522792361416,0.6988059877545729,2,0.09013335000958633
0.05,14,0.4251522792361416,0.6988059877545729,2,0.16655847772037552
0.15,14,0.4251522792361416,0.6988059877545729,2,0.2505179629391211
0.25,14,0.4251522792361416,0.6988059877545729,2,0.3046059581692123
0.5,14,0.4251522792361416,0.6988059877545729,2,0.41135126247007886
0.75,14,0.4251522792361416,0.6988059877545729,2,0.5271471239611132
0.85,14,0.4251522792361416,0.6988059877545729,2,0.5936529905730206
0.95,14,0.4251522792361416,0.6988059877545729,2,0.7096021972727383
0.99,14,0.4251522792361416,0.6988059877545729,2,0.8313525547744909
0.01,14,0.4251522792361416,0.6988059877545729,2,0.09013335000958633
0.05,14,0.4251522792361416,0.6988059877545729,2,0.16655847772037552
0.15,14,0.4251522792361416,0.6988059877545729,2,0.2505179629391211
0.25,14,0.4251522792361416,0.6988059877545729,2,0.3046059581692123
0.5,14,0.4251522792361416,0.6988059877545729,2,0.41135126247007886
0.75,14,0.4251522792361416,0.6988059877545729,2,0.5271471239611132
0.85,14,0.4251522792361416,0.6988059877545729,2,0.5936529905730206
0.95,14,0.4251522792361416,0.6988059877545729,2,0.7096021972727383
0.99,14,0.4251522792361416,0.6988059877545729,2,0.8313525547744909
0.01,14,0.4251522792361416,0.6988059877545729,2,0.09013335000958633
0.05,14,0.4251522792361416,0.6988059877545729,2,0.16655847772037552
0.15,14,0.4251522792361416,0.6988059877545729,2,0.2505179629391211
0.25,14,0.4251522792361416,0.6988059877545729,2,0.3046059581692123
0.5,14,0.4251522792361416,0.6988059877545729,2,0.41135126247007886
0.75,14,0.4251522792361416,0.6988059877545729,2,0.5271471239611132
0.85,14,0.4251522792361416,0.6988059877545729,2,0.5936529905730206
0.95,14,0.4251522792361416,0.6988059877545729,2,0.7096021972727383
0.99,14,0.4251522792361416,0.6988059877545729,2,0.8313525547744909
0.01,14,0.4251522792361416,0.6988059877545729,2,0.09013335000958633
0.05,14,0.4251522792361416,0.6988059877545729,2,0.16655847772037552
0.15,14,0.4251522792361416,0.6988059877545729,2,0.2505179629391211
0.25,14,0.4251522792361416,0.6988059877545729,2,0.3046059581692123
0.5,14,0.4251522792361416,0.6988059877545729,2,0.41135126247007886
0.75,14,0.4251522792361416,0.6988059877545729,2,0.5271471239611132
0.85,14,0.4251522792361416,0.6988059877545729,2,0.5936529905730206
0.95,14,0.4251522792361416,0.6988059877545729,2,0.7096021972727383
0.99,14,0.4251522792361416,0.6988059877545729,2,0.8313525547744909
0.01,14,0.4251522792361416,0.6988059877545729,2,0.09013335000958633
0.05,14,0.4251522792361416,0.6988059877545729,2,0.16655847772037552
0.15,14,0.4251522792361416,0.6988059877545729,2,0.2505179629391211
0.25,14,0.4251522792361416,0.6988059877545729,2,0.3046059581692123
0.5,14,0.4251522792361416,0.6988059877545729,2,0.41135126247007886
0.75,14,0.4251522792361416,0.6988059877545729,2,0.5271471239611132
0.85,14,0.4251522792361416,0.6988059877545729,2,0.5936529905730206
0.95,14,0.4251522792361416,0.6988059877545729,2,0.7096021972727383
0.99,14,0.4251522792361416,0.6988059877545729,2,0.8313525547744909
0.01,14,0.4251522792361416,0.6988059877545729,2,0.09013335000958633
0.05,14,0.4251522792361416,0.6988059877545729,2,0.16655847772037552
0.15,14,0.4251522792361416,0.6988059877545729,2,0.2505179629391211
0.25,14,0.4251522792361416,0.6988059877545729,2,0.3046059581692123
0.5,14,0.4251522792361416,0.6988059877545729,2,0.41135126247007886
0.75,14,0.4251522792361416,0.6988059877545729,2,0.5271471239611132
0.85,14,0.4251522792361416,0.6988059877545729,2,0.5936529905730206
0.95,14,0.4251522792361416,0.6988059877545729,2,0.7096021972727383
0.99,14,0.4251522792361416,0.6988059877545729,2,0.8313525547744909
0.01,14,0.4251522792361416,0.6988059877545729,2,0.09013335000958633
0.05,14,0.4251522792361416,0.6988059877545729,2,0.16655847772037552
0.15,14,0.4251522792361416,0.6988059877545729,2,0.2505179629391211
0.25,14,0.4251522792361416,0.6988059877545729,2,0.3046059581692123
0.5,14,0.4251522792361416,0.6988059877545729,2,0.41135126247007886
0.75,14,0.4251522792361416,0.6988059877545729,2,0.5271471239611132
0.85,14,0.4251522792361416,0.6988059877545729,2,0.5936529905730206
0.95,14,0.4251522792361416,0.6988059877545729,2,0.7096021972727383
0.99,14,0.4251522792361416,0.6988059877545729,2,0.8313525547744909
0.01,14,0.4251522792361416,0.6988059877545729,2,0.09013335000958633
0.05,14,0.4251522792361416,0.6988059877545729,2,0.16655847772037552
0.15,14,0.4251522792361416,0.6988059877545729,2,0.2505179629391211
0.25,14,0.4251522792361416,0.6988059877545729,2,0.3046059581692123
0.5,14,0.4251522792361416,0.6988059877545729,2,0.41135126247007886
0.75,14,0.4251522792361416,0.6988059877545729,2,0.5271471239611132
0.85,14,0.4251522792361416,0.6988059877545729,2,0.5936529905730206
0.95,14,0.4251522792361416,0.6988059877545729,2,0.7096021972727383
0.99,14,0.4251522792361416,0.6988059877545729,2,0.8313525547744909
0.01,15,0.4251522792361416,0.7344811538056125,2,0.09430088105565099
0.05,15,0.4251522792361416,0.7344811538056125,2,0.17358554374539092
0.15,15,0.4251522792361416,0.7344811538056125,2,0.25998230357065616
0.25,15,0.4251522792361416,0.7344811538056125,2,0.31525418191577276
0.5,15,0.4251522792361416,0.7344811538056125,2,0.42345871109299327
0.75,15,0.4251522792361416,0.7344811538056125,2,0.5395389171722553
0.85,15,0.4251522792361416,0.7344811538056125,2,0.6056058686477497
0.95,15,0.4251522792361416,0.7344811538056125,2,0.719754464483102
0.99,15,0.4251522792361416,0.7344811538056125,2,0.8382188510162558
0.01,15,0.4251522792361416,0.7344811538056125,2,0.09430088105565099
0.05,15,0.4251522792361416,0.7344811538056125,2,0.17358554374539092
0.15,15,0.4251522792361416,0.7344811538056125,2,0.25998230357065616
0.25,15,0.4251522792361416,0.7344811538056125,2,0.31525418191577276
0.5,15,0.4251522792361416,0.7344811538056125,2,0.42345871109299327
0.75,15,0.4251522792361416,0.7344811538056125,2,0.5395389171722553
0.85,15,0.4251522792361416,0.7344811538056125,2,0.6056058686477497
0.95,15,0.4251522792361416,0.7344811538056125,2,0.719754464483102
0.99,15,0.4251522792361416,0.7344811538056125,2,0.8382188510162558
0.01,15,0.4251522792361416,0.7344811538056125,2,0.09430088105565099
0.05,15,0.4251522792361416,0.7344811538056125,2,0.17358554374539092
0.15,15,0.4251522792361416,0.7344811538056125,2,0.25998230357065616
0.25,15,0.4251522792361416,0.7344811538056125,2,0.31525418191577276
0.5,15,0.4251522792361416,0.7344811538056125,2,0.42345871109299327
0.75,15,0.4251522792361416,0.7344811538056125,2,0.5395389171722553
0.85,15,0.4251522792361416,0.7344811538056125,2,0.6056058686477497
0.95,15,0.4251522792361416,0.7344811538056125,2,0.719754464483102
0.99,15,0.4251522792361416,0.7344811538056125,2,0.8382188510162558
0.01,15,0.4251522792361416,0.7344811538056125,2,0.09430088105565099
0.05,15,0.4251522792361416,0.7344811538056125,2,0.17358554374539092
0.15,15,0.4251522792361416,0.7344811538056125,2,0.25998230357065616
0.25,15,0.4251522792361416,0.7344811538056125,2,0.31525418191577276
0.5,15,0.4251522792361416,0.7344811538056125,2,0.42345871109299327
0.75,15,0.4251522792361416,0.7344811538056125,2,0.5395389171722553
0.85,15,0.4251522792361416,0.7344811538056125,2,0.6056058686477497
0.95,15,0.4251522792361416,0.7344811538056125,2,0.719754464483102
0.99,15,0.4251522792361416,0.7344811538056125,2,0.8382188510162558
0.01,15,0.4251522792361416,0.7344811538056125,2,0.09430088105565099
0.05,15,0.4251522792361416,0.7344811538056125,2,0.17358554374539092
0.15,15,0.4251522792361416,0.7344811538056125,2,0.25998230357065616
0.25,15,0.4251522792361416,0.7344811538056125,2,0.31525418191577276
0.5,15,0.4251522792361416,0.7344811538056125,2,0.42345871109299327
0.75,15,0.4251522792361416,0.7344811538056125,2,0.5395389171722553
0.85,15,0.4251522792361416,0.7344811538056125,2,0.6056058686477497
0.95,15,0.4251522792361416,0.7344811538056125,2,0.719754464483102
0.99,15,0.4251522792361416,0.7344811538056125,2,0.8382188510162558
0.01,15,0.4251522792361416,0.7344811538056125,2,0.09430088105565099
0.05,15,0.4251522792361416,0.7344811538056125,2,0.17358554374539092
0.15,15,0.4251522792361416,0.7344811538056125,2,0.25998230357065616
0.25,15,0.4251522792361416,0.7344811538056125,2,0.31525418191577276
0.5,15,0.4251522792361416,0.7344811538056125,2,0.42345871109299327
0.75,15,0.4251522792361416,0.7344811538056125,2,0.5395389171722553
0.85,15,0.4251522792361416,0.7344811538056125,2,0.6056058686477497
0.95,15,0.4251522792361416,0.7344811538056125,2,0.719754464483102
0.99,15,0.4251522792361416,0.7344811538056125,2,0.8382188510162558
0.01,15,0.4251522792361416,0.7344811538056125,2,0.09430088105565099
0.05,15,0.4251522792361416,0.7344811538056125,2,0.17358554374539092
0.15,15,0.4251522792361416,0.7344811538056125,2,0.25998230357065616
0.25,15,0.4251522792361416,0.7344811538056125,2,0.31525418191577276
0.5,15,0.4251522792361416,0.7344811538056125,2,0.42345871109299327
0.75,15,0.4251522792361416,0.7344811538056125,2,0.5395389171722553
0.85,15,0.4251522792361416,0.7344811538056125,2,0.6056058686477497
0.95,15,0.4251522792361416,0.7344811538056125,2,0.719754464483102
0.99,15,0.4251522792361416,0.7344811538056125,2,0.8382188510162558
0.01,15,0.4251522792361416,0.7344811538056125,2,0.09430088105565099
0.05,15,0.4251522792361416,0.7344811538056125,2,0.17358554374539092
0.15,15,0.4251522792361416,0.7344811538056125,2,0.25998230357065616
0.25,15,0.4251522792361416,0.7344811538056125,2,0.31525418191577276
0.5,15,0.4251522792361416,0.7344811538056125,2,0.42345871109299327
0.75,15,0.4251522792361416,0.7344811538056125,2,0.5395389171722553
0.85,15,0.4251522792361416,0.7344811538056125,2,0.6056058686477497
0.95,15,0.4251522792361416,0.7344811538056125,2,0.719754464483102
0.99,15,0.4251522792361416,0.7344811538056125,2,0.8382188510162558
0.01,15,0.4251522792361416,0.7344811538056125,2,0.09430088105565099
0.05,15,0.4251522792361416,0.7344811538056125,2,0.17358554374539092
0.15,15,0.4251522792361416,0.7344811538056125,2,0.25998230357065616
0.25,15,0.4251522792361416,0.7344811538056125,2,0.31525418191577276
0.5,15,0.4251522792361416,0.7344811538056125,2,0.42345871109299327
0.75,15,0.4251522792361416,0.7344811538056125,2,0.5395389171722553
0.85,15,0.4251522792361416,0.7344811538056125,2,0.6056058686477497
0.95,15,0.4251522792361416,0.7344811538056125,2,0.719754464483102
0.99,15,0.4251522792361416,0.7344811538056125,2,0.8382188510162558
0.01,15,0.4251522792361416,0.7344811538056125,2,0.09430088105565099
0.05,15,0.4251522792361416,0.7344811538056125,2,0.17358554374539092
0.15,15,0.4251522792361416,0.7344811538056125,2,0.25998230357065616
0.25,15,0.4251522792361416,0.7344811538056125,2,0.31525418191577276
0.5,15,0.4251522792361416,0.7344811538056125,2,0.42345871109299327
0.75,15,0.4251522792361416,0.7344811538056125,2,0.5395389171722553
0.85,15,0.4251522792361416,0.7344811538056125,2,0.6056058686477497
0.95,15,0.4251522792361416,0.7344811538056125,2,0.719754464483102
0.99,15,0.4251522792361416,0.7344811538056125,2,0.8382188510162558
0.01,16,0.4251522792361416,0.6641300089251059,2,0.086045620571535
0.05,16,0.4251522792361416,0.6641300089251059,2,0.1596127410536437
0.15,16,0.4251522792361416,0.6641300089251059,2,0.24108376845981136
0.25,16,0.4251522792361416,0.6641300089251059,2,0.29393370832380855
0.5,16,0.4251522792361416,0.6641300089251059,2,0.3990854112138032
0.75,16,0.4251522792361416,0.6641300089251059,2,0.5144460199873151
0.85,16,0.4251522792361416,0.6641300089251059,2,0.5813194561259621
0.95,16,0.4251522792361416,0.6641300089251059,2,0.699003600647241
0.99,16,0.4251522792361416,0.6641300089251059,2,0.8240959549532859
0.01,16,0.4251522792361416,0.6641300089251059,2,0.086045620571535
0.05,16,0.4251522792361416,0.6641300089251059,2,0.1596127410536437
0.15,16,0.4251522792361416,0.6641300089251059,2,0.24108376845981136
0.25,16,0.4251522792361416,0.6641300089251059,2,0.29393370832380855
0.5,16,0.4251522792361416,0.6641300089251059,2,0.3990854112138032
0.75,16,0.4251522792361416,0.6641300089251059,2,0.5144460199873151
0.85,16,0.4251522792361416,0.6641300089251059,2,0.5813194561259621
0.95,16,0.4251522792361416,0.6641300089251059,2,0.699003600647241
0.99,16,0.4251522792361416,0.6641300089251059,2,0.8240959549532859
0.01,16,0.4251522792361416,0.6641300089251059,2,0.086045620571535
0.05,16,0.4251522792361416,0.6641300089251059,2,0.1596127410536437
0.15,16,0.4251522792361416,0.6641300089251059,2,0.24108376845981136
0.25,16,0.4251522792361416,0.6641300089251059,2,0.29393370832380855
0.5,16,0.4251522792361416,0.6641300089251059,2,0.3990854112138032
0.75,16,0.4251522792361416,0.6641300089251059,2,0.5144460199873151
0.85,16,0.4251522792361416,0.6641300089251059,2,0.5813194561259621
0.95,16,0.4251522792361416,0.6641300089251059,2,0.699003600647241
0.99,16,0.4251522792361416,0.6641300089251059,2,0.8240959549532859
0.01,16,0.4251522792361416,0.6641300089251059,2,0.086045620571535
0.05,16,0.4251522792361416,0.6641300089251059,2,0.1596127410536437
0.15,16,0.4251522792361416,0.6641300089251059,2,0.24108376845981136
0.25,16,0.4251522792361416,0.6641300089251059,2,0.29393370832380855
0.5,16,0.4251522792361416,0.6641300089251059,2,0.3990854112138032
0.75,16,0.4251522792361416,0.6641300089251059,2,0.5144460199873151
0.85,16,0.4251522792361416,0.6641300089251059,2,0.5813194561259621
0.95,16,0.4251522792361416,0.6641300089251059,2,0.699003600647241
0.99,16,0.4251522792361416,0.6641300089251059,2,0.8240959549532859
0.01,16,0.4251522792361416,0.6641300089251059,2,0.086045620571535
0.05,16,0.4251522792361416,0.6641300089251059,2,0.1596127410536437
0.15,16,0.4251522792361416,0.6641300089251059,2,0.24108376845981136
0.25,16,0.4251522792361416,0.6641300089251059,2,0.29393370832380855
0.5,16,0.4251522792361416,0.6641300089251059,2,0.3990854112138032
0.75,16,0.4251522792361416,0.6641300089251059,2,0.5144460199873151
0.85,16,0.4251522792361416,0.6641300089251059,2,0.5813194561259621
0.95,16,0.4251522792361416,0.6641300089251059,2,0.699003600647241
0.99,16,0.4251522792361416,0.6641300089251059,2,0.8240959549532859
0.01,16,0.4251522792361416,0.6641300089251059,2,0.086045620571535
0.05,16,0.4251522792361416,0.6641300089251059,2,0.1596127410536437
0.15,16,0.4251522792361416,0.6641300089251059,2,0.24108376845981136
0.25,16,0.4251522792361416,0.6641300089251059,2,0.29393370832380855
0.5,16,0.4251522792361416,0.6641300089251059,2,0.3990854112138032
0.75,16,0.4251522792361416,0.6641300089251059,2,0.5144460199873151
0.85,16,0.4251522792361416,0.6641300089251059,2,0.5813194561259621
0.95,16,0.4251522792361416,0.6641300089251059,2,0.699003600647241
0.99,16,0.4251522792361416,0.6641300089251059,2,0.8240959549532859
0.01,16,0.4251522792361416,0.6641300089251059,2,0.086045620571535
0.05,16,0.4251522792361416,0.6641300089251059,2,0.1596127410536437
0.15,16,0.4251522792361416,0.6641300089251059,2,0.24108376845981136
0.25,16,0.4251522792361416,0.6641300089251059,2,0.29393370832380855
0.5,16,0.4251522792361416,0.6641300089251059,2,0.3990854112138032
0.75,16,0.4251522792361416,0.6641300089251059,2,0.5144460199873151
