ID,item,probability,gamma_true,delta_true,gamma_obs,delta_obs,w_prob
14,1,0.19,0.24,0.77,-0.11898519565045379,1.0205395463307279,0.5480664043980307
14,1,0.21000000000000002,0.24,0.77,-0.048203461990398586,1.6213238888655561,0.6334646024558983
14,1,0.23,0.24,0.77,0.11025888609011864,1.5559640902070146,0.5766090018939051
14,1,0.25,0.24,0.77,0.3069672149400239,1.0408697645929785,0.4262466871743672
14,1,0.27,0.24,0.77,0.18548935819928156,0.6267452858557099,0.3426049794509028
14,1,0.29000000000000004,0.24,0.77,-0.08862382000370891,1.8908204638648427,0.6718056661769283
14,1,0.31,0.24,0.77,0.04027268550438993,1.1195529831458637,0.5201656879731347
14,1,0.33,0.24,0.77,0.004397146773412082,1.570584787174171,0.6102430622639106
14,1,0.35000000000000003,0.24,0.77,0.046752830249878426,1.7092629688229557,0.6241311938625127
14,1,0.37,0.24,0.77,0.126418191863674,1.7621649452564134,0.6222857061286199
14,1,0.39,0.24,0.77,-0.13902329325501472,1.053895431527876,0.5286386330421964
14,1,0.41000000000000003,0.24,0.77,0.27192274849811626,1.0838138219171203,0.49537904945462735
14,1,0.43,0.24,0.77,0.0089639626454832,0.9400217442086387,0.4839108628097398
14,1,0.45,0.24,0.77,0.10442044619614799,1.116129453407634,0.5222135507117878
14,1,0.47000000000000003,0.24,0.77,0.11786337042113236,0.9524292111319606,0.484280155697902
14,1,0.49,0.24,0.77,0.14034511065514776,1.4268376256157946,0.5865802318009408
14,1,0.51,0.24,0.77,0.023984241030516933,1.1122199643046586,0.5268036509084589
14,1,0.53,0.24,0.77,-0.08975351632991088,1.2148702191545195,0.5458344340431551
14,1,0.55,0.24,0.77,0.12061356760638077,1.2605222245542969,0.5635862710993016
14,1,0.5700000000000001,0.24,0.77,0.015701100541779332,1.349722696355358,0.575499343349182
14,1,0.59,0.24,0.77,0.1505375409554789,1.3412669593657505,0.5862307694283847
14,1,0.61,0.24,0.77,0.084901428583527,1.1627958178387154,0.5470614669285698
14,1,0.63,0.24,0.77,0.017227207536503114,1.4804811843176515,0.599056589124535
14,1,0.65,0.24,0.77,-0.10609694152803362,1.0402223237129307,0.49343945063657074
14,1,0.67,0.24,0.77,-0.25350958323715167,1.0752606439399133,0.4732833183242274
14,1,0.6900000000000001,0.24,0.77,-0.1668260717682124,1.4824854813792612,0.564695115819195
14,1,0.7100000000000001,0.24,0.77,0.052509909385516244,1.1682507979978527,0.5504586801445752
14,1,0.73,0.24,0.77,0.1477046174927993,0.8690270415951488,0.501632321918826
14,1,0.75,0.24,0.77,0.07851204963682927,1.068806887898117,0.5381251708396504
14,1,0.77,0.24,0.77,0.09464548153211715,1.7665881742104061,0.6644996378107665
14,1,0.79,0.24,0.77,0.041666439716790946,1.311900572646355,0.5809517965033891
14,1,0.81,0.24,0.77,0.0891363416848254,1.3354893507276835,0.603135359571877
14,1,0.8300000000000001,0.24,0.77,0.2148747089765575,1.3088687722322663,0.6479121569571874
14,1,0.85,0.24,0.77,-0.1173969525375349,1.328786173499427,0.5201463359057384
14,1,0.87,0.24,0.77,0.013502878012139494,1.1085458307538425,0.532135021046296
14,1,0.89,0.24,0.77,-0.01978796161645338,1.4147924782646546,0.5758136833754858
14,1,0.91,0.24,0.77,0.005466972156843636,1.3661902933948942,0.5804630724527174
14,1,0.93,0.24,0.77,-0.10018138342253674,2.013904927159226,0.6084823884508549
14,1,0.9500000000000001,0.24,0.77,-0.0031801247918063213,1.6392997098761282,0.6189055569610153
14,1,0.97,0.24,0.77,0.016288993675128226,0.6294034557052807,0.39978508817021746
14,1,0.99,0.24,0.77,0.11542228234631735,1.1888099854344283,0.6689261084032305
15,1,0.01,0.24,0.77,0.2718121881028147,1.0128064259393579,0.22508339067249714
15,1,0.03,0.24,0.77,0.25696074894113835,0.6918109500239612,0.22068766683177626
15,1,0.05,0.24,0.77,0.36739069117885276,0.5543361334903693,0.1581918622807371
15,1,0.06999999999999999,0.24,0.77,0.3733406619071675,0.5053794803971554,0.1613575156287618
15,1,0.09,0.24,0.77,0.23917090580770267,0.2005573133123057,0.10339958158668551
15,1,0.11,0.24,0.77,0.5239098278187245,0.3351576146396292,0.10078667217860415
15,1,0.13,0.24,0.77,0.32488372952421585,0.8523388204679843,0.3148887727351386
15,1,0.15000000000000002,0.24,0.77,0.22697147660389222,1.1013295020831644,0.42624531866111526
15,1,0.17,0.24,0.77,0.12852767119203606,0.2651860145862868,0.17782976776220855
15,1,0.19,0.24,0.77,0.28770195545228217,0.2514546034674591,0.14213571483065168
15,1,0.21000000000000002,0.24,0.77,0.3354708300366467,0.9188590064731773,0.3707276589245771
15,1,0.23,0.24,0.77,0.29624892657377627,0.8967430900391973,0.38533915729329693
15,1,0.25,0.24,0.77,0.45830918295816864,0.6847492074256167,0.29272069929730726
15,1,0.27,0.24,0.77,0.2320774011356625,0.9055767416669134,0.41823753865158547
15,1,0.29000000000000004,0.24,0.77,0.29211514603480215,0.8947644864068383,0.407876696787427
15,1,0.31,0.24,0.77,0.4691413756903153,0.7616243450230533,0.3435145865577914
15,1,0.33,0.24,0.77,0.3111906148556535,1.1404254005502164,0.47776986683756634
15,1,0.35000000000000003,0.24,0.77,0.1615483752382288,0.5767469249201115,0.3429092071645553
15,1,0.37,0.24,0.77,0.3127217518034561,0.4000680414028021,0.2530225433665904
15,1,0.39,0.24,0.77,0.29134815551235416,0.5825514127849414,0.3383487525411182
15,1,0.41000000000000003,0.24,0.77,0.29743587852725467,1.0208444414330538,0.4781074581302251
15,1,0.43,0.24,0.77,0.30455436060200264,0.5972839189070013,0.35406881189801814
15,1,0.45,0.24,0.77,0.42283176356512653,0.006769017911082864,0.00617993011152387
15,1,0.47000000000000003,0.24,0.77,0.17576325239424306,0.44701663239896106,0.304432974394258
15,1,0.49,0.24,0.77,0.3587127538640138,0.6576902222100756,0.3933214961674433
15,1,0.51,0.24,0.77,0.19070941417897072,0.8852429110103052,0.4714650892464301
15,1,0.53,0.24,0.77,0.1263649600734258,0.576501905542943,0.36921298372178546
15,1,0.55,0.24,0.77,0.32384713891810357,0.6534397284145433,0.4108340941850066
15,1,0.5700000000000001,0.24,0.77,0.3134434261893921,0.9347334922955122,0.5052124525354578
15,1,0.59,0.24,0.77,0.2437468790570825,0.618057521133306,0.40312564939045353
15,1,0.61,0.24,0.77,0.32115251958635205,1.2736939228407012,0.5952174339961094
15,1,0.63,0.24,0.77,0.4190612373642709,0.30071987436946884,0.27318065015693044
15,1,0.65,0.24,0.77,0.3873285862098163,1.512076661634591,0.6577437202245754
15,1,0.67,0.24,0.77,0.28665407683362387,0.6454470298715862,0.44156623177270304
15,1,0.6900000000000001,0.24,0.77,0.32795762072077195,0.636183541558978,0.45267633771438015
15,1,0.7100000000000001,0.24,0.77,0.3704494708650076,0.8725157128317222,0.5486753343992243
15,1,0.73,0.24,0.77,0.43918611696464555,0.5392117471549583,0.4549171451069949
15,1,0.75,0.24,0.77,0.3498964716179274,0.4843549436064604,0.41567910652541334
15,1,0.77,0.24,0.77,0.2535781096675047,0.1486720261104238,0.16803594880125697
15,1,0.79,0.24,0.77,0.30552552099641667,0.40434836221151826,0.37738088845583806
15,1,0.81,0.24,0.77,0.17570400341707826,0.4206154091162866,0.35177096482937126
15,1,0.8300000000000001,0.24,0.77,0.2754528826490815,0.4770843199113709,0.4247518414634243
15,1,0.85,0.24,0.77,0.24330935136187054,0.22356990262229226,0.2542662867655813
15,1,0.87,0.24,0.77,0.37195904119192896,0.409137443978317,0.4534786130946855
15,1,0.89,0.24,0.77,0.3809371081668171,0.7067498768827234,0.6104876307103436
15,1,0.91,0.24,0.77,0.34500505367146705,0.08521209583785239,0.15917274944487192
15,1,0.93,0.24,0.77,0.2592069635412079,1.0557868297715263,0.6736574585608069
15,1,0.9500000000000001,0.24,0.77,0.2904523917442917,0.4437060490726389,0.5106549758031121
15,1,0.97,0.24,0.77,0.4995032748282835,0.5182254063213214,0.7463004728924342
15,1,0.99,0.24,0.77,0.37430726353125343,1.0436968013355754,0.853554464310841
16,1,0.01,0.24,0.77,0.034251553512223476,1.0846358087273857,0.48097276197141925
16,1,0.03,0.24,0.77,-0.05340388341048821,0.597287299565127,0.41830878383818715
16,1,0.05,0.24,0.77,0.08671757768798846,1.080337442637526,0.4556019501264183
16,1,0.06999999999999999,0.24,0.77,0.08115204860698404,0.575497681892086,0.3181177876388399
16,1,0.09,0.24,0.77,-0.006501904243858117,0.9739876770681782,0.49717163153469646
16,1,0.11,0.24,0.77,0.05682530379619127,0.872876311107847,0.4366501800617745
16,1,0.13,0.24,0.77,0.12835767586395613,0.6139878273573917,0.32480362080376785
16,1,0.15000000000000002,0.24,0.77,0.19654354689486295,1.4475281109477476,0.5072326721536573
16,1,0.17,0.24,0.77,0.2333066441457103,0.8343581500980559,0.3656254954864407
16,1,0.19,0.24,0.77,0.1800716060611,1.168045905392104,0.47358125781570704
16,1,0.21000000000000002,0.24,0.77,0.15866860553539833,0.9550990216373708,0.4363068349121988
16,1,0.23,0.24,0.77,0.09695239200466964,1.0526496802030758,0.4835464001570477
16,1,0.25,0.24,0.77,0.011855409778486453,1.0808931908330714,0.5161851505671996
16,1,0.27,0.24,0.77,0.06241605364986824,1.0926548108714331,0.506632092324909
16,1,0.29000000000000004,0.24,0.77,0.1894829619850933,1.1537482890849393,0.49333939466885235
16,1,0.31,0.24,0.77,0.04829360379650205,0.9774558482386617,0.48464413051167804
16,1,0.33,0.24,0.77,0.14554592872943548,1.144277094251032,0.5079242431726803
16,1,0.35000000000000003,0.24,0.77,0.11641567831621537,0.5185320748757851,0.3254538857749336
16,1,0.37,0.24,0.77,0.007111715796505297,0.342687704130484,0.2545063737104596
16,1,0.39,0.24,0.77,0.14582835920633402,0.89141476791761,0.45507739839880945
16,1,0.41000000000000003,0.24,0.77,0.20865333188134566,1.198907518416734,0.5263426239839407
16,1,0.43,0.24,0.77,0.1542346176325532,1.129926928395086,0.5196602984706057
16,1,0.45,0.24,0.77,0.21089771722569034,0.9538549210063526,0.4776237849130024
16,1,0.47000000000000003,0.24,0.77,-0.07105124049465997,1.0242510851156252,0.5081238098476141
16,1,0.49,0.24,0.77,0.20787088745540444,0.9948398475643037,0.4966276870345143
16,1,0.51,0.24,0.77,-0.14403699311016796,0.6811886218084374,0.4037947502573626
16,1,0.53,0.24,0.77,0.10669346222061354,1.3156239438340138,0.5712932783987742
16,1,0.55,0.24,0.77,0.14641146960078094,0.9859827026455257,0.503815931895451
16,1,0.5700000000000001,0.24,0.77,0.2368626186755629,0.40777918045993566,0.3035880944403128
16,1,0.59,0.24,0.77,0.040522625197735127,0.42144742731599244,0.2995773261239468
16,1,0.61,0.24,0.77,0.03264396863860748,0.6223744171857022,0.387078023066678
16,1,0.63,0.24,0.77,0.13001197474797516,0.5130201465847579,0.3547451745271794
16,1,0.65,0.24,0.77,0.27678425475545,0.9432417587963976,0.5281969636551961
16,1,0.67,0.24,0.77,0.15038695557420872,0.8452054953642679,0.48458646118438387
16,1,0.6900000000000001,0.24,0.77,0.03283151779101018,1.4703785299572625,0.6015167703020335
16,1,0.7100000000000001,0.24,0.77,0.27731673736990803,1.0967787274611374,0.5843562854159464
16,1,0.73,0.24,0.77,0.011748601300745024,1.2072076113621286,0.5498328482174282
16,1,0.75,0.24,0.77,0.14385981244779594,0.5772571213547066,0.4033751897925459
16,1,0.77,0.24,0.77,-9.763756970113113e-5,0.44784549133575596,0.30929336209779434
16,1,0.79,0.24,0.77,0.04129136231675247,1.132113933240409,0.5445799535061976
16,1,0.81,0.24,0.77,-0.013081740762607832,0.4828790735756339,0.32148456835258454
16,1,0.8300000000000001,0.24,0.77,0.004904305298873396,1.1748189838221825,0.5421225422046997
16,1,0.85,0.24,0.77,0.1615174532923883,1.0377229062850835,0.5786410233080137
16,1,0.87,0.24,0.77,0.1021233554630217,1.2705952955988002,0.6067372374437394
16,1,0.89,0.24,0.77,0.006679181648487048,0.8032343621203281,0.44889302988832547
16,1,0.91,0.24,0.77,0.12289855186300719,1.1848426384766888,0.6115785294604591
16,1,0.93,0.24,0.77,0.11994146911009132,0.7656185136658437,0.5107933387288084
16,1,0.9500000000000001,0.24,0.77,0.019003333016057222,0.49024844222857333,0.3414388370639749
16,1,0.97,0.24,0.77,0.07268722930799967,1.4487973399046217,0.6509918330777968
16,1,0.99,0.24,0.77,-0.19141900068219872,0.9626963638762034,0.28544502780481706
17,1,0.01,0.24,0.77,0.10950217533905149,0.8500716745584493,0.33948047961666733
17,1,0.03,0.24,0.77,0.16189642854069425,0.7678531572295293,0.30429571247870685
17,1,0.05,0.24,0.77,0.35650534032301007,0.9705120874510808,0.253574217142811
17,1,0.06999999999999999,0.24,0.77,0.421147342005599,0.37196665967633313,0.11122109911420443
17,1,0.09,0.24,0.77,0.1635510740014507,1.1817310031278137,0.44734170344096014
17,1,0.11,0.24,0.77,0.37112603581503834,0.7845653423461381,0.2653091840897359
17,1,0.13,0.24,0.77,0.25004476369570416,0.7364906795133788,0.31406487455413057
17,1,0.15000000000000002,0.24,0.77,0.4141290986721373,0.6662685520083088,0.24519396271663496
17,1,0.17,0.24,0.77,0.4214504632376345,1.0377471195794175,0.34723594979518896
17,1,0.19,0.24,0.77,0.2782019774495891,0.7880298181700676,0.3448815469643169
17,1,0.21000000000000002,0.24,0.77,0.4886099923913916,0.710402498759662,0.2710512783795444
17,1,0.23,0.24,0.77,0.26810015298370216,0.7587994761725172,0.35435143806317987
17,1,0.25,0.24,0.77,0.30327985787293504,1.2362466202770444,0.4697601742571862
17,1,0.27,0.24,0.77,0.4668372480156374,0.7263557917346156,0.31344935855857214
17,1,0.29000000000000004,0.24,0.77,0.3837661607237358,0.4053373929298783,0.22327995629664385
17,1,0.31,0.24,0.77,0.47558081543188857,0.04003811702858728,0.026637288231353553
17,1,0.33,0.24,0.77,0.41117258938119483,1.3059199991684087,0.49393067026830045
17,1,0.35000000000000003,0.24,0.77,0.3289649882360855,0.9948732707863955,0.4479932418975844
17,1,0.37,0.24,0.77,0.42834047024026267,0.5309132615332299,0.29710401607301234
17,1,0.39,0.24,0.77,0.23959133102538768,0.9321430921366978,0.4557557578294458
17,1,0.41000000000000003,0.24,0.77,0.4598476282485094,1.1583207527586816,0.49490085526288213
17,1,0.43,0.24,0.77,0.29888798364352076,0.6572962534734038,0.37663342865111604
17,1,0.45,0.24,0.77,0.3734456372294765,0.7851392389837076,0.42144756870365696
17,1,0.47000000000000003,0.24,0.77,0.4522311577807358,0.09792384585674996,0.0848736714702562
17,1,0.49,0.24,0.77,0.5226497375447934,0.53051441017046,0.34190487434498135
17,1,0.51,0.24,0.77,0.4893239447850358,0.4731661460787027,0.3254727962195235
17,1,0.53,0.24,0.77,0.3065097968861923,1.0963498970459367,0.5321584953610276
17,1,0.55,0.24,0.77,0.22332515448361165,0.33880197241633947,0.26162789080835275
17,1,0.5700000000000001,0.24,0.77,0.27397662373477244,0.08112741529451117,0.08057843321405271
17,1,0.59,0.24,0.77,0.1870398462083786,0.7884308461163421,0.4576927658712197
17,1,0.61,0.24,0.77,0.3090077929832567,0.6965603065582431,0.44438657068662274
17,1,0.63,0.24,0.77,0.46295932536619744,0.7908290823952253,0.502930297599792
17,1,0.65,0.24,0.77,0.4633834541032768,0.1942917590522968,0.2056184189771344
17,1,0.67,0.24,0.77,0.4314701365230501,0.7606272771091588,0.5079865411979321
17,1,0.6900000000000001,0.24,0.77,0.3259873518143902,0.761547311062235,0.4971064802961536
17,1,0.7100000000000001,0.24,0.77,0.3526619129326835,0.8005228782549757,0.5233025276681897
17,1,0.73,0.24,0.77,0.30345830267578955,0.5501084963462716,0.42658128034133375
17,1,0.75,0.24,0.77,0.33750547158010075,1.2173438761760733,0.6381766445972317
17,1,0.77,0.24,0.77,0.33646926601588545,0.9165444334370572,0.5791816408116782
17,1,0.79,0.24,0.77,0.19215026934367072,0.9292837344050535,0.5451872722712428
17,1,0.81,0.24,0.77,0.30803642206671905,1.2242148316788592,0.6567750779726425
17,1,0.8300000000000001,0.24,0.77,0.2045165724675501,1.4633242052099713,0.669294905581825
17,1,0.85,0.24,0.77,0.4410308663007906,0.7087938280747506,0.6036799350125092
17,1,0.87,0.24,0.77,0.3588379555496941,0.516831387417259,0.5055241655281394
17,1,0.89,0.24,0.77,0.45395831178865603,0.4878888919484249,0.5576035300266933
17,1,0.91,0.24,0.77,0.37901075783665045,0.8844413537519739,0.6800699877493386
17,1,0.93,0.24,0.77,0.3065429067683014,1.0249258662700758,0.6937163561245746
17,1,0.9500000000000001,0.24,0.77,0.3432705469313684,0.9012637005002533,0.7123411662751348
17,1,0.97,0.24,0.77,0.2064973214868497,0.5643782702850266,0.5363792277204148
17,1,0.99,0.24,0.77,0.47271786698196205,1.1717939729994085,0.9113903997726522
18,1,0.01,0.24,0.77,0.2681714365416713,0.8298349211466003,0.19484846007247375
18,1,0.03,0.24,0.77,0.07479904693079911,0.8491967952813319,0.3956859452339566
18,1,0.05,0.24,0.77,0.22424114508869974,0.33418404006176855,0.14725085521974512
18,1,0.06999999999999999,0.24,0.77,0.27899980649132017,0.740830476695083,0.26470237206152475
18,1,0.09,0.24,0.77,0.25221032532173426,0.7710591446105295,0.3007954607593145
18,1,0.11,0.24,0.77,0.21456260153221432,0.5093140650052372,0.24540240682151346
18,1,0.13,0.24,0.77,0.18327867042285828,0.7444572702957772,0.34445465593803826
18,1,0.15000000000000002,0.24,0.77,0.15230680682505393,0.6352101727033221,0.32783555331968306
18,1,0.17,0.24,0.77,0.16284225865286808,0.8468050304878472,0.3954423733543934
18,1,0.19,0.24,0.77,0.4070984684618689,0.6989465901456887,0.27919103755469254
18,1,0.21000000000000002,0.24,0.77,0.1955303054817002,1.6043717293635407,0.5532149859498082
18,1,0.23,0.24,0.77,0.2950252259747272,1.1162575602710454,0.43868499240114184
18,1,0.25,0.24,0.77,0.30259641110749635,0.9258419749564827,0.39903493193880474
18,1,0.27,0.24,0.77,0.21219304023573196,1.149887547563912,0.48216061666957827
18,1,0.29000000000000004,0.24,0.77,0.15721264722088543,0.9610683197400283,0.4550031986804826
18,1,0.31,0.24,0.77,0.3123151330533493,0.6833140196016653,0.3473540703978373
18,1,0.33,0.24,0.77,0.18916618603535534,0.890337954397548,0.43779425104363734
18,1,0.35000000000000003,0.24,0.77,0.12867154451175475,0.4289269981848947,0.2837122862562729
18,1,0.37,0.24,0.77,0.2407941988279603,0.8566231874223676,0.4297400382862203
18,1,0.39,0.24,0.77,0.2715323955628338,0.5021358851008719,0.3078171394253578
18,1,0.41000000000000003,0.24,0.77,0.2046575655347415,0.9850760380300885,0.4776337579693608
18,1,0.43,0.24,0.77,0.28757733544090197,0.7176223145349326,0.39822513734601284
18,1,0.45,0.24,0.77,0.06087156906703148,1.0547932722631144,0.5102809650175628
18,1,0.47000000000000003,0.24,0.77,0.17644101984532684,1.6118973844177584,0.6121155533121527
18,1,0.49,0.24,0.77,0.3097434479504915,0.8772075064125231,0.46421053765509734
18,1,0.51,0.24,0.77,0.04041117865046065,0.6133507541858563,0.3805530083384188
18,1,0.53,0.24,0.77,0.2711689693359185,0.7634713446110029,0.44095176178768697
18,1,0.55,0.24,0.77,0.3173185100840416,0.9201742016616169,0.49512121706288803
18,1,0.5700000000000001,0.24,0.77,0.326735821606445,0.5756501442919788,0.38694684249769884
18,1,0.59,0.24,0.77,0.16595226793657952,1.3104160321406093,0.5819407691816579
18,1,0.61,0.24,0.77,0.21922653326101102,0.5836564055789144,0.3916504006009146
18,1,0.63,0.24,0.77,0.18015797571511671,0.5200376762701223,0.3640170814263983
18,1,0.65,0.24,0.77,0.19510442757512594,0.5309089482473406,0.3746340175008589
18,1,0.67,0.24,0.77,0.3011756729361352,0.7988804345730595,0.4971860604921283
18,1,0.6900000000000001,0.24,0.77,0.24946568701848304,0.6989112232681159,0.46042564031575217
18,1,0.7100000000000001,0.24,0.77,0.10217041313417598,0.9998354446916633,0.5228134463718288
18,1,0.73,0.24,0.77,0.23928902624743353,0.9076148727138054,0.5352084142952587
18,1,0.75,0.24,0.77,0.19080431362445832,0.45761376066082715,0.3607501411794628
18,1,0.77,0.24,0.77,0.10994139686692729,1.1442095489822208,0.5664931694762184
18,1,0.79,0.24,0.77,0.2299699562056449,1.3861971362615557,0.6527744656871929
18,1,0.81,0.24,0.77,0.16740224081188335,1.0232557649132215,0.5660429574261131
18,1,0.8300000000000001,0.24,0.77,0.24230437037052382,0.7048078568028265,0.5085927436513691
18,1,0.85,0.24,0.77,0.19297208307086544,0.803271587856407,0.5288845968244685
18,1,0.87,0.24,0.77,0.16020922665159612,0.8449299132960224,0.5339600180865945
18,1,0.89,0.24,0.77,0.18688239201495793,0.818626358878706,0.5475050745886618
18,1,0.91,0.24,0.77,-0.07391500975302423,1.0304688654746945,0.4648086725105053
18,1,0.93,0.24,0.77,0.37417002393634125,0.4637373270555829,0.5496915774588226
18,1,0.9500000000000001,0.24,0.77,0.39033313804016856,0.4716697802672956,0.5981676130290611
18,1,0.97,0.24,0.77,0.1480420751383014,0.7644274935685623,0.5611869838908741
18,1,0.99,0.24,0.77,0.24220081168933655,0.1413490797834115,0.30078113147601504
19,1,0.01,0.24,0.77,0.32840578096011536,0.5494422318219063,0.10832984764519049
19,1,0.03,0.24,0.77,0.4592868289541342,0.8136003873401242,0.14150906985685555
19,1,0.05,0.24,0.77,0.3116298053539614,0.3897712319700374,0.13472983429336297
19,1,0.06999999999999999,0.24,0.77,0.37059689937172974,1.1759177264834104,0.31075967168979296
19,1,0.09,0.24,0.77,0.30473172514646424,1.2881323454459142,0.3889222882776716
19,1,0.11,0.24,0.77,0.23339353179478023,0.7751989235925233,0.3224356265597966
19,1,0.13,0.24,0.77,0.27760288358525065,0.2164747352961967,0.11324721437310017
19,1,0.15000000000000002,0.24,0.77,0.26433210046789263,0.5416067332271649,0.25507501079399597
19,1,0.17,0.24,0.77,0.26876154631978266,0.4935482846257918,0.2437386967845077
19,1,0.19,0.24,0.77,0.264804598462395,0.9090010195386495,0.38239891173791424
19,1,0.21000000000000002,0.24,0.77,0.2924440407303479,0.4357026775504229,0.22824249627411639
19,1,0.23,0.24,0.77,0.33258255301318757,0.40276472893323967,0.21227508827329963
19,1,0.25,0.24,0.77,0.2986263522459285,0.3388490190630879,0.19619065016563764
19,1,0.27,0.24,0.77,0.2938942475746487,0.7138025894254703,0.34763238037928734
19,1,0.29000000000000004,0.24,0.77,0.3285019855591546,0.2288034942707119,0.14566334973142095
19,1,0.31,0.24,0.77,0.4252789935080249,0.770305015593221,0.354059446737633
19,1,0.33,0.24,0.77,0.3840167085163948,0.6194745279415222,0.32063860353955664
19,1,0.35000000000000003,0.24,0.77,0.24245121184227383,0.4425777290290631,0.27583308814007806
19,1,0.37,0.24,0.77,0.37063354091428,0.6226968656748195,0.3382835139650856
19,1,0.39,0.24,0.77,0.3467119312465391,0.9465065084425934,0.4476757920784903
19,1,0.41000000000000003,0.24,0.77,0.5433872698493429,0.6499986619261168,0.34783732305983567
19,1,0.43,0.24,0.77,0.3623374078691645,0.6102548423910622,0.3552584810458284
19,1,0.45,0.24,0.77,0.3588595941754752,0.5853295665252436,0.35260850057566573
19,1,0.47000000000000003,0.24,0.77,0.525704957810802,0.7980537472368479,0.4283124148641014
19,1,0.49,0.24,0.77,0.2785550751565231,-0.004826911790161148,-0.0047963156161565604
19,1,0.51,0.24,0.77,0.3414648198123334,1.062954676788693,0.5186695352785404
19,1,0.53,0.24,0.77,0.3129015948337083,-0.11686617624880868,-0.13810078257540265
19,1,0.55,0.24,0.77,0.30123576452434003,1.19930096394261,0.5602527884897666
19,1,0.5700000000000001,0.24,0.77,0.591523631521859,-0.11033561537928027,-0.14989223732281862
19,1,0.59,0.24,0.77,0.5363251122703792,0.5211508668268563,0.3878136151406524
19,1,0.61,0.24,0.77,0.34825654178892307,0.8555637873363919,0.49994619479894964
19,1,0.63,0.24,0.77,0.5669354005350944,0.9741483198516425,0.5684526652772071
19,1,0.65,0.24,0.77,0.22916223649168938,0.6517744094296957,0.4289353137800736
19,1,0.67,0.24,0.77,0.41904523165293184,0.10229281756771591,0.1209829948375807
19,1,0.6900000000000001,0.24,0.77,0.22696277294269238,0.6281190058385858,0.42961347506685044
19,1,0.7100000000000001,0.24,0.77,0.35222036698045694,0.8651059098814753,0.5425143844222854
19,1,0.73,0.24,0.77,0.5211874382088053,0.39064819171912263,0.39614277519353447
19,1,0.75,0.24,0.77,0.4268237064051723,0.21825708970829272,0.25861725435437655
19,1,0.77,0.24,0.77,0.4141353806149473,0.6338926539960121,0.511130352650924
19,1,0.79,0.24,0.77,0.2793928694449355,0.3168259030536364,0.3144862624801175
19,1,0.81,0.24,0.77,0.29514190283347685,0.7510938643693668,0.5353743298277109
19,1,0.8300000000000001,0.24,0.77,0.420320824089038,0.3080787643748717,0.3749760897770521
19,1,0.85,0.24,0.77,0.3108461093739704,0.6172044944913997,0.5141559940786192
19,1,0.87,0.24,0.77,0.47416813663563995,0.1667138286632347,0.29108868298362445
19,1,0.89,0.24,0.77,0.34273242490796935,-0.08736558332586564,-0.21783579170136036
19,1,0.91,0.24,0.77,0.35822722759209774,0.6043341074559381,0.5805858809293533
19,1,0.93,0.24,0.77,0.3774903227207004,0.6244517421876552,0.6237671642009057
19,1,0.9500000000000001,0.24,0.77,0.33553048694572357,0.8673850423872924,0.6996594570151753
19,1,0.97,0.24,0.77,0.4268963041233998,0.8032117475741163,0.7798507413262197
19,1,0.99,0.24,0.77,0.31557137564348514,0.6293467609063061,0.728498006513611
20,1,0.01,0.24,0.77,0.2505025393777721,0.4322390548956075,0.12027107495355799
20,1,0.03,0.24,0.77,0.391599962202724,0.8048923795081524,0.1710382474958489
20,1,0.05,0.24,0.77,0.2606787833538417,0.8368792394683966,0.2797648619995156
20,1,0.06999999999999999,0.24,0.77,0.41837866423577097,0.5124789204936889,0.1479575007204973
20,1,0.09,0.24,0.77,0.47836552805285437,0.49252638858775366,0.14003847621122645
20,1,0.11,0.24,0.77,0.5508294284559452,0.18815551234860603,0.05614005780554496
20,1,0.13,0.24,0.77,0.24323805244108876,-0.04789411231878943,-0.031100816066201326
20,1,0.15000000000000002,0.24,0.77,0.4042332539043984,1.0987363471519593,0.3527386625679657
20,1,0.17,0.24,0.77,0.3934717175353533,0.4557371496788293,0.19627529801441376
20,1,0.19,0.24,0.77,0.49015302574871056,0.09655682161972134,0.045288740821632686
20,1,0.21000000000000002,0.24,0.77,0.35547896036416554,0.04130061743077118,0.02513933166523972
20,1,0.23,0.24,0.77,0.2300294951565631,0.14507643775457166,0.0989949757346058
20,1,0.25,0.24,0.77,0.4833627243306965,0.8038747307927401,0.32096511582910314
20,1,0.27,0.24,0.77,0.49407597626128236,0.4479315176104956,0.2150863661689753
20,1,0.29000000000000004,0.24,0.77,0.4961869856298599,0.11855688272986792,0.07065702487718045
20,1,0.31,0.24,0.77,0.42673764164355965,0.06958004294154113,0.04712327432761262
20,1,0.33,0.24,0.77,0.4730261279387789,0.6419530575896448,0.3147014582613508
20,1,0.35000000000000003,0.24,0.77,0.4251870519772781,0.514053130734662,0.283201500578012
20,1,0.37,0.24,0.77,0.5804294461434271,0.6489416139100919,0.32271406856940626
20,1,0.39,0.24,0.77,0.5036180340087616,0.32466778974037896,0.20583321274983415
20,1,0.41000000000000003,0.24,0.77,0.4540227520616752,0.4170605046282096,0.26119388584681175
20,1,0.43,0.24,0.77,0.3424287163342301,0.24803120723023603,0.18381448909297682
20,1,0.45,0.24,0.77,0.524297223909822,0.7802205740635348,0.4125606695850661
20,1,0.47000000000000003,0.24,0.77,0.5070355045654539,0.47462629796283157,0.3087125897044181
20,1,0.49,0.24,0.77,0.16080846579311459,0.16521956093858,0.14101160575980695
